date,asset,price,asset_name,asset_type,quantity,asset_value,portfolio_id,portfolio_value,daily_return,portfolio_value_lag_1,portfolio_value_lag_3,portfolio_value_lag_7,daily_return_lag_1,daily_return_lag_3,daily_return_lag_7,portfolio_value_rolling_mean_7,portfolio_value_rolling_std_7,portfolio_value_rolling_mean_14,portfolio_value_rolling_std_14,portfolio_value_rolling_mean_30,portfolio_value_rolling_std_30,daily_return_rolling_mean_7,daily_return_rolling_std_7,daily_return_rolling_mean_14,daily_return_rolling_std_14,daily_return_rolling_mean_30,daily_return_rolling_std_30,day,month,quarter,year,day_of_week,week_of_year,is_month_start,is_month_end,is_quarter_start,is_quarter_end,asset_weight,price_quantity_interaction,total_asset_value,average_asset_value,max_asset_value,min_asset_value,asset_count
2023-01-11,Bond A,473.2,Bond A,bond,1,473.2,PORTFOLIO_001,473.2,0.19127939177282105,397.22,397.22,776.76,0.0,0.641404958677686,3.742993222201868,417.94571428571425,180.27903472646173,542.9835714285715,379.4496778150642,542.9835714285715,379.4496778150642,0.020604984818979908,0.3913606229963165,0.6277023275324625,1.7940065169409454,0.6277023275324625,1.7940065169409454,11,1,1,2023,2,2,0,0,0,0,1.0,473.2,473.2,473.2,473.2,473.2,1
2023-01-12,Stock A,245.98,Stock A,stock,1,245.98,PORTFOLIO_001,245.98,-0.4801775147928994,473.2,397.22,776.76,0.19127939177282105,0.0,0.0,342.12,96.24701276749684,548.2571428571429,374.3785609704243,523.1833333333333,373.6018826364822,-0.047991803008577145,0.4352008606778999,0.5934039336186839,1.8114356862877037,0.5538436713774383,1.7522545315238278,12,1,1,2023,3,2,0,0,0,0,1.0,245.98,245.98,245.98,245.98,245.98,1
2023-01-13,Bond B,435.71,Bond B,bond,1,435.71,PORTFOLIO_001,812.28,0.0,812.28,473.2,242.0,2.30221969265794,0.19127939177282105,0.0,505.0571428571429,220.5274584350202,501.38142857142856,307.52541600672595,557.1947058823529,362.4211768115525,0.37924664690222104,0.9103092836505219,0.3560972326897035,1.2240058880066076,0.6241102801952655,1.700462602356408,13,1,1,2023,4,2,0,0,0,0,0.536403703156547,435.71,812.28,406.14,435.71,376.57,2
2023-01-13,Bond A,376.57,Bond A,bond,1,376.57,PORTFOLIO_001,812.28,2.30221969265794,245.98,397.22,242.0,-0.4801775147928994,0.0,-0.6884494567176477,423.5885714285714,191.54957543053726,524.8192857142857,343.4489536242677,541.251875,368.0987604292947,0.37924664690222104,0.9103092836505219,0.3560972326897035,1.2240058880066076,0.6631171727074696,1.7483575291826114,13,1,1,2023,4,2,0,0,0,0,0.463596296843453,376.57,812.28,406.14,435.71,376.57,2
2023-01-14,Commodity A,486.32,Commodity A,commodity,1,486.32,PORTFOLIO_001,1019.01,0.25450583542620775,812.28,245.98,397.22,0.0,-0.4801775147928994,0.641404958677686,593.8842857142857,285.5056976580995,492.71000000000004,289.2913850189006,582.8511111111111,368.0641405082877,0.32397534358058133,0.9034588002246866,0.3742762209344326,1.2201943191605316,0.6035766999303179,1.651989658407734,14,1,1,2023,5,2,0,0,0,0,0.47724752455814956,486.32,1019.01,339.67,486.32,203.81,3
2023-01-14,Stock A,203.81,Stock A,stock,1,203.81,PORTFOLIO_001,1019.01,0.0,1019.01,812.28,397.22,0.25450583542620775,2.30221969265794,0.0,682.7114285714285,309.8129066834032,555.3364285714285,302.19925496540907,605.8068421052632,371.4261423673866,0.3239753435805813,0.9034588002246866,0.4367957158028196,1.1727466867562741,0.5718095051971432,1.6114058394492303,14,1,1,2023,5,2,0,0,0,0,0.2000078507571074,203.81,1019.01,339.67,486.32,203.81,3
2023-01-14,Stock A,328.88,Stock A,stock,1,328.88,PORTFOLIO_001,1019.01,0.0,1019.01,812.28,397.22,0.0,0.0,0.0,771.5385714285713,303.3874769679072,616.4250000000001,303.3962361145265,626.467,373.13979554867274,0.3239753435805813,0.9034588002246866,0.4259840092304268,1.1762729587785552,0.5432190299372861,1.5736303289915918,14,1,1,2023,5,2,0,0,0,0,0.322744624684743,328.88,1019.01,339.67,486.32,203.81,3
2023-01-17,Commodity A,379.28,Commodity A,commodity,1,379.28,PORTFOLIO_001,990.37,-0.028105710444450982,1019.01,1019.01,473.2,0.0,0.25450583542620775,0.19127939177282105,845.42,280.7536878950421,631.6828571428571,317.13973007368344,643.7957142857143,372.2601412798774,0.2926346146923996,0.912588259310398,0.15661979975568976,0.6891959210073514,0.5160130899191082,1.5388437926975576,17,1,1,2023,1,3,0,0,0,0,0.38296798166341867,379.28,990.37,330.12333333333333,495.75,115.34,3
2023-01-17,Stock B,115.34,Stock B,stock,1,115.34,PORTFOLIO_001,990.37,0.0,990.37,1019.01,245.98,-0.028105710444450982,0.0,-0.4801775147928994,951.7614285714286,96.14094903293017,646.9407142857143,329.5519997830221,659.5490909090909,370.72684566183267,0.36123140251995667,0.8614292175721547,0.15661979975568976,0.6891959210073514,0.49255794946823966,1.5057820419642949,17,1,1,2023,1,3,0,0,0,0,0.11646152448074962,115.34,990.37,330.12333333333333,495.75,115.34,3
2023-01-17,Stock B,495.75,Stock B,stock,1,495.75,PORTFOLIO_001,990.37,0.0,990.37,1019.01,812.28,0.0,0.0,2.30221969265794,977.2028571428572,74.12060143538342,700.3957142857142,319.3528722447772,673.9326086956522,368.7133884101382,0.03234287499739382,0.09852302631355933,0.20579476094980745,0.6475644586895245,0.47114238644788137,1.4747424373539963,17,1,1,2023,1,3,0,0,0,0,0.5005704938558316,495.75,990.37,330.12333333333333,495.75,115.34,3
2023-01-18,Commodity A,132.26,Commodity A,commodity,1,132.26,PORTFOLIO_001,132.26,-0.8664539515534598,990.37,990.37,812.28,0.0,-0.028105710444450982,0.0,880.0571428571428,330.0583372028995,692.5571428571428,332.54412029842734,651.3629166666667,377.1791301165416,-0.09143626093881473,0.3553827684546343,0.14390519298170318,0.7073872741486402,0.4154092056978255,1.4679422318434607,18,1,1,2023,2,3,0,0,0,0,1.0,132.26,132.26,132.26,132.26,132.26,1
2023-01-19,Stock A,260.67,Stock A,stock,1,260.67,PORTFOLIO_001,737.75,4.578028126417663,132.26,990.37,1019.01,-0.8664539515534598,0.0,0.25450583542620775,839.8771428571428,327.43280108109144,716.8807142857142,321.552502698639,654.8184,369.6416300247219,0.5262097806313931,1.8152867897740215,0.4250925621059873,1.3815311818453024,0.581913962526619,1.6607723044898077,19,1,1,2023,3,3,0,0,0,0,0.3533310742121315,260.67,737.75,368.875,477.08,260.67,2
2023-01-19,Stock B,477.08,Stock B,stock,1,477.08,PORTFOLIO_001,737.75,0.0,737.75,990.37,1019.01,4.578028126417663,0.0,0.0,799.6971428571429,318.9341053527247,741.2042857142858,308.1105951468697,658.0080769230769,362.5383597250833,0.5262097806313931,1.8152867897740215,0.4250925621059872,1.3815311818453024,0.5595326562755951,1.6312149018670183,19,1,1,2023,3,3,0,0,0,0,0.6466689257878685,477.08,737.75,368.875,477.08,260.67,2
2023-01-20,Bond A,143.19,Bond A,bond,1,143.19,PORTFOLIO_001,1037.92,0.4068722466960353,737.75,132.26,1019.01,0.0,-0.8664539515534598,0.0,802.3985714285715,321.17355061443925,786.9685714285714,300.5778605608548,672.078888888889,362.9388037453457,0.5843343873022553,1.802095641155854,0.4541548654414183,1.376170073686248,0.5538785670319077,1.5998076019766458,20,1,1,2023,4,3,0,0,0,0,0.1379586095267458,143.19,1037.92,259.48,401.33,143.19,4
2023-01-20,Bond B,401.33,Bond B,bond,1,401.33,PORTFOLIO_001,1037.92,0.0,1037.92,737.75,990.37,0.4068722466960353,4.578028126417663,-0.028105710444450982,809.1914285714286,326.274113460271,827.3057142857143,293.0290567297245,685.1446428571428,362.80280765259863,0.5883494887943197,1.8005343260086961,0.44049205174335965,1.3799250995470322,0.5340971896379111,1.5733876924807977,20,1,1,2023,4,3,0,0,0,0,0.3866675659010328,401.33,1037.92,259.48,401.33,143.19,4
2023-01-20,Bond B,150.47,Bond B,bond,1,150.47,PORTFOLIO_001,1037.92,0.0,1037.92,737.75,990.37,0.0,0.0,0.0,815.9842857142858,331.13362533661774,883.8728571428571,244.61576986803584,697.3093103448276,362.23797146480376,0.5883494887943197,1.8005343260086961,0.4747904456571382,1.3611206956043085,0.5156800451676383,1.5482160436154035,20,1,1,2023,4,3,0,0,0,0,0.144972637582858,150.47,1037.92,259.48,401.33,143.19,4
2023-01-20,Commodity A,342.93,Commodity A,commodity,1,342.93,PORTFOLIO_001,1037.92,0.0,1037.92,1037.92,990.37,0.0,0.4068722466960353,0.0,822.777142857143,335.76255264270156,899.99,246.95806031358072,708.663,361.32926034345024,0.5883494887943197,1.8005343260086961,0.3103461818958567,1.2585640662812816,0.498490710328717,1.524199093338075,20,1,1,2023,4,3,0,0,0,0,0.3304011869893633,342.93,1037.92,259.48,401.33,143.19,4
2023-01-21,Stock A,418.91,Stock A,stock,1,418.91,PORTFOLIO_001,1271.58,0.0,1271.58,1037.92,737.75,0.0,0.0,0.0,1138.06,124.89652357051443,968.8785714285714,291.4976727406015,754.0553333333334,372.0568079884774,0.0902850814666075,0.1628730407396867,0.30824743104900026,1.25868883980556,0.3185110375922687,1.1773603286332985,21,1,1,2023,5,3,0,0,0,0,0.3294405385426006,418.91,1271.58,423.85999999999996,430.63,418.91,3
2023-01-21,Bond B,422.04,Bond B,bond,1,422.04,PORTFOLIO_001,1271.58,0.0,1271.58,1037.92,737.75,0.22512332357021725,0.0,4.578028126417663,1061.7985714285714,180.41836421944168,950.8378571428572,278.86446581637995,749.6829999999999,366.49440940507185,0.0902850814666075,0.1628730407396867,0.30824743104900026,1.25868883980556,0.3185110375922687,1.1773603286332985,21,1,1,2023,5,3,0,0,0,0,0.33190204312744775,422.04,1271.58,423.85999999999996,430.63,418.91,3
2023-01-21,Bond A,430.63,Bond A,bond,1,430.63,PORTFOLIO_001,1271.58,0.22512332357021725,1037.92,1037.92,132.26,0.0,0.0,-0.8664539515534598,985.5371428571428,189.5579539098169,932.7971428571428,264.30830620635123,745.3106666666666,360.79146726026676,0.7442890995262736,1.697881190214369,0.32642641929372945,1.255728834110822,0.5059948211143909,1.5222131211217833,21,1,1,2023,5,3,0,0,0,0,0.3386574183299517,430.63,1271.58,423.85999999999996,430.63,418.91,3
2023-01-22,Stock A,106.41,Stock A,stock,1,106.41,PORTFOLIO_001,157.70999999999998,-0.8759731986976832,1271.58,1271.58,1037.92,0.0,0.22512332357021725,0.4068722466960353,1012.3157142857143,394.5401489437691,907.3571428571429,362.3761853787723,721.2986666666667,380.04217708522583,-0.092978553589638,0.3553154644487526,0.2456779168563086,1.2963980141603253,0.2893119309690126,1.1962428053989673,22,1,1,2023,6,3,0,0,0,0,0.6747194217234165,106.41,157.70999999999998,78.85499999999999,106.41,51.3,2
2023-01-22,Stock B,51.3,Stock B,stock,1,51.3,PORTFOLIO_001,157.70999999999998,0.0,157.70999999999998,1271.58,1037.92,-0.8759731986976832,0.0,0.0,886.5714285714286,508.75428654798816,847.8814285714286,412.5596602610649,721.8143333333334,379.2390249332192,-0.092978553589638,0.3553154644487526,0.24768546760234084,1.2959631192864243,0.31848769524092646,1.1773848194235823,22,1,1,2023,6,3,0,0,0,0,0.32528057827658363,51.3,157.70999999999998,78.85499999999999,106.41,51.3,2
2023-01-23,Commodity A,310.63,Commodity A,commodity,1,310.63,PORTFOLIO_001,310.63,0.969627797856826,157.70999999999998,1271.58,1037.92,0.0,0.0,0.0,782.6728571428572,545.622471974725,799.3285714285713,433.9446914395559,726.7096666666667,372.6783327943386,0.04553970324705143,0.5390841879251972,0.31694459602068553,1.3075656284850017,0.3457631587690374,1.1828450494256633,23,1,1,2023,0,4,0,0,0,0,1.0,310.63,310.63,310.63,310.63,310.63,1
2023-01-24,Commodity A,118.55,Commodity A,commodity,1,118.55,PORTFOLIO_001,242.3,-0.21997231432894437,310.63,157.70999999999998,1037.92,0.969627797856826,-0.8759731986976832,0.0,669.0128571428571,566.0749130552213,745.8950000000001,454.19547538223264,708.8943333333333,382.8392639457266,0.01411508691434509,0.5485102234461479,0.30123228785433237,1.312977589744359,0.21366430755134366,0.9970634684673431,24,1,1,2023,1,4,0,0,0,0,0.4892695006190672,118.55,242.3,121.15,123.75,118.55,2
2023-01-24,Stock A,123.75,Stock A,stock,1,123.75,PORTFOLIO_001,242.3,0.0,242.3,157.70999999999998,1271.58,-0.21997231432894437,0.0,0.22512332357021725,521.9728571428572,514.829456024494,753.755,443.5877317223904,691.079,391.9005019165117,-0.01804538788140023,0.5406193174064388,0.3631218558224366,1.2735310464651943,0.21366430755134366,0.9970634684673431,24,1,1,2023,1,4,0,0,0,0,0.5107304993809327,123.75,242.3,121.15,123.75,118.55,2
2023-01-26,Bond A,113.98,Bond A,bond,1,113.98,PORTFOLIO_001,113.98,-0.5295914156004953,242.3,310.63,1271.58,0.0,0.969627797856826,0.0,356.6014285714285,408.94366969174706,709.2,475.49769899952844,686.8116666666667,397.61439916238487,-0.0937013043957567,0.5737163144278461,-0.001708111464574629,0.4162605218519749,0.2189595755885821,0.9925187373340917,26,1,1,2023,3,4,0,0,0,0,1.0,113.98,113.98,113.98,113.98,113.98,1
2023-01-28,Bond A,59.91,Bond A,bond,1,59.91,PORTFOLIO_001,306.78,1.6915248289173537,113.98,242.3,1271.58,-0.5295914156004953,-0.21997231432894437,0.0,218.77285714285713,77.16749395833699,678.4164285714286,487.3108912042329,688.971,395.28452735710636,0.14794509973529382,0.8892322509573798,0.11911509060095063,0.6148924929942408,0.2753437365524939,1.0270956675073668,28,1,1,2023,5,4,0,0,0,0,0.19528652454527676,59.91,306.78,153.39,246.87,59.91,2
2023-01-28,Stock B,246.87,Stock B,stock,1,246.87,PORTFOLIO_001,306.78,0.0,306.78,242.3,157.70999999999998,1.6915248289173537,0.0,-0.8759731986976832,240.06857142857143,78.07151132745426,626.1921428571429,484.9918566989405,685.9563333333333,397.9223861897185,0.2730841281206771,0.775485290269853,0.09005278726551955,0.6098401866631463,0.25396357126323765,1.0258880057017838,28,1,1,2023,5,4,0,0,0,0,0.8047134754547234,246.87,306.78,153.39,246.87,59.91,2
2023-01-29,Stock A,203.8,Stock A,stock,1,203.8,PORTFOLIO_001,577.64,0.8829128365604018,306.78,113.98,157.70999999999998,0.0,-0.5295914156004953,0.0,300.0585714285714,140.56487214433335,593.3149999999999,470.3130794195255,691.9703333333333,394.75890719555633,0.39921453334359164,0.7952168018118775,0.1531179898769768,0.6444796451311643,0.28339399914858443,1.031002775795861,29,1,1,2023,6,4,0,0,0,0,0.3528149020150959,203.8,577.64,288.82,373.84,203.8,2
2023-01-29,Stock A,373.84,Stock A,stock,1,373.84,PORTFOLIO_001,577.64,0.0,577.64,306.78,310.63,0.8829128365604018,1.6915248289173537,0.969627797856826,338.20285714285717,175.7392426024323,560.4378571428572,452.5964846591543,697.9843333333333,391.47430750841795,0.26069627650690225,0.763097675078802,0.1531179898769768,0.6444796451311643,0.28339399914858443,1.031002775795861,29,1,1,2023,6,4,0,0,0,0,0.6471850979849041,373.84,577.64,288.82,373.84,203.8,2
2023-01-30,Commodity A,70.05,Commodity A,commodity,1,70.05,PORTFOLIO_001,158.45,-0.725694204002493,577.64,306.78,242.3,0.0,0.0,-0.21997231432894437,326.22428571428566,185.92786090821662,497.61857142857144,442.13849869534243,687.4926666666667,401.7881976771389,0.18845029226782387,0.8365898916052757,0.10128268959108445,0.6856132204741505,0.2528282126227406,1.0472917597132125,30,1,1,2023,0,5,0,0,0,0,0.44209529820132537,70.05,158.45,79.225,88.4,70.05,2
2023-01-30,Stock A,88.4,Stock A,stock,1,88.4,PORTFOLIO_001,158.45,0.0,158.45,577.64,242.3,-0.725694204002493,0.8829128365604018,0.0,314.2457142857143,194.7286739591916,418.1092857142857,389.16466082869334,684.575,405.40640498784967,0.1884502922678239,0.8365898916052757,0.08520245219321179,0.6851250862352865,0.26883412978250393,1.0393419651657394,30,1,1,2023,0,5,0,0,0,0,0.5579047017986747,88.4,158.45,79.225,88.4,70.05,2
2023-01-31,Bond A,75.97,Bond A,bond,1,75.97,PORTFOLIO_001,75.97,-0.5205427579678132,158.45,577.64,113.98,0.0,0.0,-0.5295914156004953,308.8157142857143,201.65073112167272,332.7085714285714,310.75340393846125,660.0313333333335,419.4535022007871,0.18974295764392132,0.8353014859492669,0.04802082662408228,0.7039703973840431,0.1747420480949788,0.974671993006705,31,1,1,2023,1,5,0,1,0,0,1.0,75.97,75.97,75.97,75.97,75.97,1
2023-02-01,Bond B,468.58,Bond B,bond,1,468.58,PORTFOLIO_001,577.05,0.0,577.05,158.45,306.78,6.59576148479663,0.0,0.0,386.0357142857143,240.18346500520207,313.0521428571428,187.5493720096353,637.4583333333334,413.0933028370837,0.8903481941981036,2.5668450847133517,0.5817161611593902,1.8496149077681965,0.3861172364073262,1.5248778759727835,1,2,1,2023,2,5,1,0,0,0,0.8120266874620917,468.58,577.05,288.525,468.58,108.47,2
2023-02-01,Bond A,108.47,Bond A,bond,1,108.47,PORTFOLIO_001,577.05,6.59576148479663,75.97,158.45,306.78,-0.5205427579678132,-0.725694204002493,1.6915248289173537,347.4257142857142,225.6429581482771,283.0992857142857,175.22465840981096,652.1903333333333,418.7072790970447,0.8903481941981036,2.5668450847133517,0.5191466469666988,1.8852797048488952,0.39460076425486645,1.5233628803948502,1,2,1,2023,2,5,1,0,0,0,0.18797331253790833,108.47,577.05,288.525,468.58,108.47,2
2023-02-03,Commodity A,487.19,Commodity A,commodity,1,487.19,PORTFOLIO_001,487.19,-0.15572307425699672,577.05,75.97,577.64,0.0,-0.5205427579678132,0.8829128365604018,373.1142857142857,230.39090880914796,336.5864285714286,187.22892316861441,619.7309999999999,407.52860597162055,0.7419716355099039,2.597186385477868,0.5705930844267476,1.8538456869971278,0.3809264672654263,1.5265017438099329,3,2,1,2023,4,5,0,0,0,0,1.0,487.19,487.19,487.19,487.19,487.19,1
2023-02-04,Bond A,393.61,Bond A,bond,1,393.61,PORTFOLIO_001,393.61,-0.19208111824955354,487.19,577.05,577.64,-0.15572307425699672,6.59576148479663,0.0,346.82428571428574,213.0066442513906,342.5135714285714,187.65697488962428,598.8843333333333,402.3627141041579,0.7145314757599677,2.6073270037787815,0.4876138761334349,1.8605978227926967,0.3745237633237745,1.5285560294836031,4,2,1,2023,5,5,0,0,0,0,1.0,393.61,393.61,393.61,393.61,393.61,1
2023-02-05,Bond B,329.92,Bond B,bond,1,329.92,PORTFOLIO_001,329.92,-0.16180991336602224,393.61,577.05,158.45,-0.19208111824955354,0.0,-0.725694204002493,371.32,196.9905184689533,348.7721428571428,185.50643468742362,576.8693333333334,398.2512565076034,0.7950863744223208,2.5637610785576577,0.49176833334507225,1.8589605607721225,0.3700669565597222,1.5299647274349555,5,2,1,2023,6,5,0,0,0,0,1.0,329.92,329.92,329.92,329.92,329.92,1
2023-02-07,Bond B,311.99,Bond B,bond,1,311.99,PORTFOLIO_001,446.52,0.35341901066925296,329.92,487.19,158.45,-0.16180991336602224,-0.15572307425699672,0.0,412.4728571428572,173.8380883383823,363.3592857142857,184.5167545223207,558.741,391.09337844622553,0.8455748045179282,2.548930800484805,0.517012548392876,1.8541622495696042,0.3818475902486973,1.5283768046245934,7,2,1,2023,1,6,0,0,0,0,0.6987145032697304,311.99,446.52,223.26,311.99,134.53,2
2023-02-07,Bond B,134.53,Bond B,bond,1,134.53,PORTFOLIO_001,446.52,0.0,446.52,393.61,75.97,0.35341901066925296,-0.19208111824955354,-0.5205427579678132,465.4085714285714,90.94668024518211,387.1121428571428,170.84192564061442,540.6126666666667,382.9152131948949,0.9199380556561872,2.5097244090943946,0.5548405066500542,1.8364853174613303,0.3818475902486973,1.5283768046245934,7,2,1,2023,1,6,0,0,0,0,0.30128549673026966,134.53,446.52,223.26,311.99,134.53,2
2023-02-08,Bond A,112.6,Bond A,bond,1,112.6,PORTFOLIO_001,112.6,-0.7478276448983248,446.52,329.92,577.05,0.0,-0.16180991336602224,6.59576148479663,399.0585714285714,147.66042907389263,373.2421428571429,185.14877864440882,539.9573333333333,383.6542900071878,-0.12914610572880633,0.33033504383422957,0.38060104423464863,1.8360635102379392,0.38580180047053514,1.52518596237339,8,2,1,2023,2,6,0,0,0,0,1.0,112.6,112.6,112.6,112.6,112.6,1
2023-02-11,Bond A,340.01,Bond A,bond,1,340.01,PORTFOLIO_001,892.01,6.9219360568383665,112.6,446.52,577.05,-0.7478276448983248,0.35341901066925296,0.0,444.05285714285714,233.79848015718554,415.0442857142857,229.6954368360341,545.0993333333333,387.4120033204721,0.8597019023909603,2.6929248569668878,0.8750250482945319,2.5274875793399247,0.4639320648178919,1.7852145015317247,11,2,1,2023,5,6,0,0,0,0,0.38117285680653806,340.01,892.01,297.33666666666664,351.97,200.03,3
